,id,pred_label,probs
1713,1713,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1714,1714,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1715,1715,per:title,"[0, 0.001379115, 3.9429324e-05, 6.5967244e-05, 0.9957272, 7.856788e-05, 0.0005019272, 2.0296477e-05, 7.3001254e-05, 3.4123237e-05, 2.477081e-05, 7.8013574e-05, 4.191086e-05, 2.1043255e-05, 0.0008956563, 0.00019106903, 5.0013987e-05, 7.011898e-05, 3.459297e-05, 4.92386e-05, 9.9586185e-05, 0.00010123782, 4.650449e-05, 4.5873014e-05, 4.3431697e-05, 6.187978e-05, 3.2244192e-05, 4.078039e-05, 0.00010552437, 4.6937934e-05]"
1716,1716,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1717,1717,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1718,1718,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1719,1719,org:members,"[0, 0.001657245, 0.98136616, 0.0048282905, 6.0483162e-05, 0.0017232621, 0.0001542984, 0.0008414927, 0.00015057696, 0.0013329348, 0.00018611939, 7.519904e-05, 6.4762346e-05, 0.00023095173, 0.00011981618, 5.168349e-05, 0.00017246883, 0.00018287635, 0.00016465127, 0.0009036721, 0.0035740922, 9.0089394e-05, 0.00037573063, 0.00030284005, 0.00016830915, 0.000101686666, 7.23182e-05, 0.00017424641, 0.0007568919, 0.0001169264]"
1720,1720,per:alternate_names,"[0, 0.0017525161, 0.00025395755, 0.001621604, 0.30887216, 0.0012354597, 0.0017337909, 0.00056233007, 0.036034975, 0.0005021043, 0.0077286884, 0.0004967394, 0.47097382, 0.010304048, 0.0693237, 0.003407052, 0.008211093, 0.003659698, 0.00044051674, 0.00066713174, 0.000560685, 0.042376734, 0.0010515974, 0.0011248989, 0.012502096, 0.005555904, 0.0009127518, 0.0022262316, 0.0034180912, 0.0024896115]"
1721,1721,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1722,1722,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1723,1723,per:title,"[0, 0.000112584894, 1.4177923e-05, 4.5711062e-05, 0.99731195, 3.458042e-05, 0.00038096277, 1.525532e-05, 0.00016417037, 1.4656578e-05, 1.811614e-05, 5.8536752e-05, 9.2542e-05, 1.525532e-05, 0.0009346411, 0.00020875038, 4.8057063e-05, 0.00011793036, 1.773108e-05, 2.206668e-05, 3.3288154e-05, 8.068208e-05, 2.8389573e-05, 1.8045514e-05, 3.0338824e-05, 5.124398e-05, 2.7990405e-05, 3.16554e-05, 3.668506e-05, 3.3994464e-05]"
1724,1724,org:alternate_names,"[0, 0.00030509598, 0.0085913995, 0.014192517, 0.000116709605, 0.9606005, 6.33301e-05, 0.0056343777, 0.0003791423, 0.00014854677, 0.00023403946, 9.6002695e-05, 0.00025194735, 0.00017631754, 8.647749e-05, 8.622451e-05, 0.00018334121, 0.00010626531, 0.0003542633, 0.00046075103, 0.0060330103, 0.0001652311, 0.00031294173, 0.00021445229, 0.00021247193, 0.00022354018, 0.00019564276, 0.00015967898, 0.0003117978, 0.0001039051]"
1725,1725,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1726,1726,org:alternate_names,"[0, 6.048837e-05, 0.00017618647, 0.00016358361, 3.5256722e-05, 0.99714977, 3.2591222e-05, 0.000139137, 3.1634798e-05, 2.8384957e-05, 6.6644665e-05, 2.4207915e-05, 0.00010063341, 4.4416596e-05, 2.9285993e-05, 2.7217691e-05, 4.6593676e-05, 3.648262e-05, 8.1639795e-05, 8.0055856e-05, 0.0012235738, 6.502142e-05, 2.7377639e-05, 3.9197508e-05, 4.0600054e-05, 7.586941e-05, 4.9140694e-05, 3.4811957e-05, 5.8299054e-05, 3.194525e-05]"
1727,1727,per:title,"[0, 9.836182e-05, 3.1870128e-05, 3.7865193e-05, 0.9957769, 3.8069124e-05, 0.00090803095, 2.7608245e-05, 0.000108568056, 2.2379683e-05, 2.6654507e-05, 0.00010471521, 0.00011923867, 2.3614582e-05, 0.0016701246, 0.00031411374, 8.844316e-05, 8.405377e-05, 3.362871e-05, 3.2562246e-05, 4.2844084e-05, 9.7667886e-05, 3.3464905e-05, 2.7021426e-05, 3.218289e-05, 4.7819372e-05, 4.3753156e-05, 4.222106e-05, 4.4507313e-05, 4.17088e-05]"
1728,1728,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1729,1729,org:members,"[0, 0.0074016596, 0.982771, 0.001281201, 6.7570436e-05, 0.0008609981, 0.0003746758, 0.0004901031, 9.802679e-05, 0.00036071826, 0.00013749942, 7.053713e-05, 4.563123e-05, 0.00011244316, 9.119273e-05, 5.629205e-05, 8.343834e-05, 0.00011271801, 0.00011299354, 0.0011918806, 0.002538039, 5.9051195e-05, 0.00025784093, 0.00022664288, 7.938451e-05, 9.057147e-05, 6.737276e-05, 0.00011749469, 0.0007502429, 9.290058e-05]"
1730,1730,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1731,1731,org:place_of_headquarters,"[0, 0.00010703359, 0.0003690513, 0.00012550209, 4.0784376e-05, 0.00012978663, 2.476114e-05, 0.9943668, 6.450838e-05, 0.00010412112, 0.00010178368, 0.00015197691, 3.7830046e-05, 7.1439135e-05, 4.5720957e-05, 0.00012451022, 6.507784e-05, 8.331715e-05, 0.00014403605, 9.461837e-05, 0.003061494, 8.699646e-05, 0.00014653885, 4.6214747e-05, 3.9723058e-05, 4.2867057e-05, 9.891741e-05, 8.836645e-05, 9.03737e-05, 4.5720957e-05]"
1732,1732,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1733,1733,org:top_members/employees,"[0, 0.85478604, 0.052963406, 0.03741026, 0.00047046598, 0.006954075, 0.00024170263, 0.0009850943, 0.0005947248, 0.013081037, 0.00092383026, 0.00024146668, 0.00019592799, 0.0005274117, 0.0002515765, 0.00020836067, 0.00087509217, 0.00042920164, 0.0011943582, 0.0038123797, 0.007511808, 0.00057194114, 0.002987991, 0.0008708296, 0.00057981437, 0.0011615751, 0.00024312298, 0.00048350779, 0.008964156, 0.00047880903]"
1734,1734,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1735,1735,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1736,1736,org:product,"[0, 0.000103342674, 0.0014288673, 0.9960097, 5.3541524e-05, 0.0004349296, 2.5941607e-05, 5.51872e-05, 0.00040342432, 9.714073e-05, 5.454425e-05, 2.87428e-05, 7.690094e-05, 4.1051713e-05, 2.6324411e-05, 1.5719022e-05, 8.1680955e-05, 7.134784e-05, 7.5542535e-05, 8.756672e-05, 0.00014439074, 2.8883487e-05, 8.0414604e-05, 4.8229238e-05, 8.384283e-05, 8.160123e-05, 4.2437638e-05, 8.1164115e-05, 0.0001606671, 7.684464e-05]"
1737,1737,per:date_of_death,"[0, 4.0867788e-05, 4.5214434e-05, 6.914607e-05, 7.6968696e-05, 3.393025e-05, 5.2194184e-05, 4.2682936e-05, 0.00017197581, 7.6463e-05, 7.503901e-05, 5.8798225e-05, 3.837299e-05, 6.899429e-05, 5.6877994e-05, 6.207299e-05, 6.225511e-05, 0.00010894814, 4.110795e-05, 7.685603e-05, 2.4678875e-05, 0.00011580493, 0.00026325815, 5.9057184e-05, 0.99591416, 0.0004818473, 9.47714e-05, 0.0015630355, 0.000106086314, 0.000118428216]"
1738,1738,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1739,1739,per:employee_of,"[0, 0.0001650267, 0.0001348883, 7.283788e-05, 0.0011108108, 0.00012934132, 0.83967924, 8.5322594e-05, 0.0013504026, 0.00019265334, 0.00010152117, 0.0015497569, 0.001005496, 0.00019208976, 0.0002788755, 0.14937463, 0.00010181904, 9.7822835e-05, 0.00015412252, 0.00012221897, 6.279018e-05, 0.00011515096, 0.000107857864, 0.0007758497, 0.00014850794, 0.00019340737, 0.0017255053, 0.00015143701, 0.00019568719, 0.0006249366]"
1740,1740,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1741,1741,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1742,1742,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1743,1743,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1744,1744,org:top_members/employees,"[0, 0.9446352, 0.00596178, 0.010453037, 0.0011921399, 0.018670984, 0.00061141787, 0.00043334853, 0.00045748384, 0.0005965258, 0.00042124814, 0.00029479744, 0.0077528805, 0.00032250935, 0.00061261316, 0.00015308832, 0.00043632105, 0.00039245473, 0.0001449411, 0.0006172673, 0.0010517389, 0.00014116937, 0.0005293965, 0.000566298, 0.00031411683, 0.0005627147, 0.00022602903, 0.0002509254, 0.0019659863, 0.00023161524]"
1745,1745,org:top_members/employees,"[0, 0.96243936, 0.0017867682, 0.0016670784, 0.00025715714, 0.0043964577, 0.0001505855, 0.004134125, 0.00016061081, 0.00284134, 0.0004901478, 0.00025120008, 0.00015400605, 0.00048990845, 0.0002253943, 0.0005078099, 0.0002473056, 0.00013538002, 0.000311709, 0.0017411219, 0.0035292048, 0.00035842467, 0.00047091037, 0.0003441891, 0.00028983626, 0.00030330117, 0.000164902, 0.0002499765, 0.011651193, 0.00025046524]"
1746,1746,per:title,"[0, 0.00036947354, 2.1569036e-05, 3.746866e-05, 0.9969638, 4.5262088e-05, 0.0004602665, 1.6765207e-05, 7.202025e-05, 2.4062e-05, 2.3619652e-05, 7.423388e-05, 4.4669283e-05, 2.1193204e-05, 0.0009753363, 0.0002050414, 6.370522e-05, 7.0506656e-05, 2.7027227e-05, 3.714079e-05, 4.5306308e-05, 0.00010575261, 3.3850116e-05, 2.7292457e-05, 2.962568e-05, 3.7762533e-05, 2.7966977e-05, 3.4992914e-05, 6.3503365e-05, 4.0831033e-05]"
1747,1747,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1748,1748,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1749,1749,per:place_of_residence,"[0, 0.0005428211, 0.0010493848, 0.00030153588, 0.002011907, 0.00036944952, 0.014261721, 0.0017269781, 0.00037710433, 0.0007771757, 0.0015139934, 0.8144402, 0.0020016185, 0.0006123997, 0.0020006415, 0.044883195, 0.0009383687, 0.0013959057, 0.00069123437, 0.00047161113, 0.0002140299, 0.00051093014, 0.0006220436, 0.00063897524, 0.0016497055, 0.0005331023, 0.035853963, 0.06764137, 0.00080498424, 0.001163692]"
1750,1750,org:members,"[0, 0.0047273776, 0.86890846, 0.015245265, 0.00016398873, 0.001397069, 0.00036811357, 0.09485922, 0.00063155586, 0.0010861143, 0.00077587925, 0.0012062613, 0.00015816913, 0.00048057968, 0.00028031965, 0.0001737148, 0.00035091356, 0.00034682525, 0.00026670037, 0.001074575, 0.001451304, 0.00032138804, 0.0008424146, 0.0005056144, 0.0004293189, 0.00038918527, 0.00023813664, 0.0012434892, 0.0017864422, 0.0002914863]"
1751,1751,org:product,"[0, 9.0751375e-05, 0.00079670694, 0.9948724, 0.000103161685, 0.00019992027, 3.2787826e-05, 5.8995407e-05, 0.001954614, 0.00010703573, 6.501562e-05, 4.3352054e-05, 7.288519e-05, 4.2763386e-05, 2.8458751e-05, 2.8127195e-05, 8.103186e-05, 8.246884e-05, 8.947538e-05, 0.00012062295, 0.00013790716, 4.412084e-05, 0.00011752706, 6.62009e-05, 9.053009e-05, 8.471358e-05, 6.231157e-05, 0.00011488866, 0.00027412726, 0.00013709311]"
1752,1752,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1753,1753,org:political/religious_affiliation,"[0, 0.016056428, 0.13158129, 0.14678954, 0.00022504183, 0.04529599, 0.0004163477, 0.005921268, 0.0026678657, 0.0018990306, 0.0008668961, 0.00028281755, 0.00063423475, 0.00070340635, 0.00071100326, 0.00024571613, 0.0008033153, 0.0004617559, 0.00270616, 0.5475239, 0.080120444, 0.0011619884, 0.0035052386, 0.0009355093, 0.0009689832, 0.0013141362, 0.00045504115, 0.00053616957, 0.004315203, 0.00089528825]"
1754,1754,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1755,1755,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1756,1756,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1757,1757,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1758,1758,per:siblings,"[0, 0.00061480294, 0.0006052713, 0.0005970524, 0.0010458152, 0.0008010715, 0.0009188817, 0.00066671084, 0.00066932035, 0.0007187774, 0.18979952, 0.0009998747, 0.0024727506, 0.07274673, 0.01352266, 0.0011247384, 0.46610266, 0.021336548, 0.0008548206, 0.0007940617, 0.00087808823, 0.21675785, 0.0009791001, 0.0007237078, 0.0005608788, 0.0005958874, 0.00096157007, 0.0007076338, 0.0009095076, 0.0005336287]"
1759,1759,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1760,1760,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1761,1761,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1762,1762,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1763,1763,per:employee_of,"[0, 0.0029873229, 0.0007457852, 0.00018419595, 0.0052173776, 0.0001872794, 0.87059975, 0.0002714276, 0.0010618847, 0.0004994756, 0.0005053632, 0.07757254, 0.005866055, 0.0003797955, 0.0070965732, 0.015914477, 0.0006001336, 0.000447727, 0.00020872134, 0.00031455417, 0.00010093104, 0.0001991633, 0.00022283461, 0.00082409935, 0.0005937214, 0.0004084571, 0.0036139716, 0.0021759886, 0.00037500434, 0.0008253074]"
1764,1764,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1765,1765,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1766,1766,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1767,1767,org:members,"[0, 0.0009227848, 0.9827393, 0.0089802835, 5.0853992e-05, 0.0014631303, 0.00011091273, 0.0017022407, 0.00017241525, 0.0005136071, 0.0001360259, 8.829791e-05, 7.284498e-05, 0.00012992363, 5.8418373e-05, 4.9433987e-05, 0.00011600875, 9.390088e-05, 9.631561e-05, 0.0005076234, 0.00064767705, 5.7176676e-05, 0.00019229615, 0.00015174785, 0.00010454961, 0.00011578239, 6.384752e-05, 0.00018091033, 0.0003729298, 0.0001087144]"
1768,1768,per:parents,"[0, 0.00044998, 0.00026119253, 0.00028742471, 0.0013164441, 0.0003222149, 0.00031475083, 0.00055240485, 0.0004738832, 0.00032824933, 0.010151879, 0.0007247057, 0.0010264999, 0.014945012, 0.0071706944, 0.00059525407, 0.03387702, 0.22047488, 0.0005098941, 0.00035044478, 0.0005034618, 0.70066774, 0.0005758143, 0.00023851625, 0.0005545669, 0.00057806796, 0.00059351267, 0.000658243, 0.001078129, 0.0004190181]"
1769,1769,per:colleagues,"[0, 0.00017678793, 4.3748907e-05, 2.932863e-05, 7.0994145e-05, 3.39886e-05, 0.00019208896, 2.0960226e-05, 3.96398e-05, 2.7524806e-05, 0.00019387934, 7.670677e-05, 0.00020688797, 0.00030921376, 0.996653, 8.287907e-05, 0.0005879319, 0.00054534344, 4.2506537e-05, 3.8645994e-05, 3.5986865e-05, 0.00021470968, 6.7232315e-05, 3.754854e-05, 6.924805e-05, 2.3774253e-05, 3.1037773e-05, 5.3733296e-05, 5.2848605e-05, 4.172511e-05]"
1770,1770,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1771,1771,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1772,1772,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1773,1773,org:place_of_headquarters,"[0, 0.00016926939, 0.0011773314, 0.00040707362, 5.5768043e-05, 0.00030280696, 2.9850484e-05, 0.98992133, 0.000121957404, 0.00013312895, 0.000120477715, 0.00020650901, 3.8328777e-05, 6.766442e-05, 5.463601e-05, 9.14981e-05, 9.873999e-05, 8.229918e-05, 0.00011337191, 0.00012258426, 0.005851898, 0.00010839174, 0.00011887077, 7.035986e-05, 5.1325787e-05, 5.7090547e-05, 9.5142976e-05, 0.000107811116, 0.0001751657, 4.935952e-05]"
1774,1774,per:title,"[0, 0.00014718354, 1.7557122e-05, 5.42649e-05, 0.9943013, 2.8028815e-05, 0.0013798325, 2.1157259e-05, 0.0007102769, 2.1240066e-05, 2.811105e-05, 0.00010430348, 0.0001678838, 2.640789e-05, 0.0016258401, 0.0004857879, 9.490711e-05, 0.00012984144, 3.102507e-05, 3.447603e-05, 2.5495614e-05, 0.0001326612, 4.1262403e-05, 2.9145356e-05, 4.4419663e-05, 4.8240643e-05, 4.4181725e-05, 5.51733e-05, 8.716079e-05, 8.272389e-05]"
1775,1775,org:top_members/employees,"[0, 0.9621004, 0.0071336417, 0.003083159, 0.0013883321, 0.005088236, 7.893865e-05, 0.00068342587, 0.00013773225, 0.001789631, 0.00021795659, 0.0001268849, 5.4572512e-05, 0.00013612761, 0.00019291035, 9.587131e-05, 0.00027986182, 0.00013908389, 0.00019328749, 0.00069486647, 0.013590257, 0.00013679394, 0.00064178405, 0.0001624468, 0.00018389667, 0.00021394977, 6.135753e-05, 0.0001295139, 0.0011719506, 9.31943e-05]"
1776,1776,org:place_of_headquarters,"[0, 0.0002433919, 0.0008637423, 0.0002514247, 4.6225894e-05, 0.00033990198, 3.2492233e-05, 0.9839796, 8.030134e-05, 0.00017193882, 9.882056e-05, 0.00019356396, 4.519919e-05, 7.268804e-05, 5.1871757e-05, 0.0001394274, 8.108936e-05, 6.405308e-05, 9.2606955e-05, 0.0001586103, 0.012290083, 8.473232e-05, 0.00013556726, 4.853903e-05, 4.797353e-05, 4.930341e-05, 8.2769504e-05, 8.7892826e-05, 0.00011749567, 4.8633927e-05]"
1777,1777,per:title,"[0, 0.0006853355, 3.316809e-05, 5.675238e-05, 0.9840576, 4.3513555e-05, 0.004637904, 4.1197804e-05, 0.00046417426, 5.132159e-05, 5.1673625e-05, 0.00020820698, 0.00024979265, 4.7464713e-05, 0.0067877662, 0.0008218427, 0.00024538022, 0.0001528817, 6.214795e-05, 6.805649e-05, 9.198336e-05, 0.00036593917, 6.3188316e-05, 4.7279667e-05, 7.441768e-05, 9.663336e-05, 6.418338e-05, 7.925591e-05, 0.00022877535, 0.00012209639]"
1778,1778,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1779,1779,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1780,1780,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1781,1781,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1782,1782,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1783,1783,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1784,1784,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1785,1785,org:product,"[0, 0.0002663027, 0.002594115, 0.992782, 0.00010971815, 0.0005198701, 4.1159143e-05, 8.8679095e-05, 0.0010450511, 0.0001508298, 7.2732044e-05, 3.8140402e-05, 7.059765e-05, 4.816693e-05, 2.5184661e-05, 3.1681324e-05, 9.3116585e-05, 8.7432236e-05, 0.00010971815, 0.00018280369, 0.0006234194, 4.5248642e-05, 0.00020362131, 8.586683e-05, 0.00011122851, 0.00010551492, 4.6730598e-05, 9.9802004e-05, 0.00023958799, 8.149581e-05]"
1786,1786,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1787,1787,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1788,1788,per:place_of_death,"[0, 0.0002828959, 0.0010928229, 0.00045030392, 0.0009138229, 0.00019481144, 0.0011227059, 0.0032123772, 0.00059670146, 0.00064188865, 0.0004986844, 0.008397623, 0.0005582274, 0.00043559793, 0.00046710024, 0.0018977026, 0.000632709, 0.0010665959, 0.00017462784, 0.00046256089, 0.00016991756, 0.00046550643, 0.00042989285, 0.0005313655, 0.020865666, 0.00029938176, 0.0040331604, 0.94814855, 0.0007262018, 0.0012306452]"
1789,1789,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1790,1790,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1791,1791,org:founded,"[0, 2.5496667e-05, 4.9410788e-05, 4.064421e-05, 3.6772806e-05, 0.00012615947, 5.0409937e-05, 3.267449e-05, 5.5364486e-05, 9.073624e-05, 8.057452e-05, 2.7167578e-05, 7.727994e-05, 0.00011717801, 4.307582e-05, 4.0664057e-05, 6.3444706e-05, 0.00010723692, 0.9933717, 8.954786e-05, 3.3843633e-05, 0.00014665157, 0.004582289, 0.00012365895, 7.495717e-05, 0.00023769055, 0.00010082127, 3.6415448e-05, 7.97136e-05, 5.847655e-05]"
1792,1792,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1793,1793,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1794,1794,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
